,show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,listed_in1,listed_in2,listed_in3,duration_seasons
7504,s3340,TV Show,"Love, Chunibyo & Other Delusions!",Not Given,Japan,2019-11-01,2014,TV-PG,2 Seasons,"Anime Series, Romantic TV Shows, Teen TV Shows",Anime Series, Romantic TV Shows, Teen TV Shows,
7505,s3341,TV Show,Maid-Sama!,Not Given,Japan,2019-11-01,2010,TV-14,1 Season,"Anime Series, Romantic TV Shows",Anime Series, Romantic TV Shows,0,
7506,s3342,TV Show,Mobile Suit Gundam: Iron-Blooded Orphans,Not Given,Japan,2019-11-01,2016,TV-14,2 Seasons,"Anime Series, International TV Shows",Anime Series, International TV Shows,0,
7507,s3343,TV Show,Queer Eye: We're in Japan!,Not Given,United States,2019-11-01,2019,TV-14,1 Season,"International TV Shows, Reality TV",International TV Shows, Reality TV,0,
7508,s3345,TV Show,The Boulet Brothers Dragula,Not Given,United States,2019-11-01,2019,TV-MA,2 Seasons,Reality TV,Reality TV,0,0,
7509,s3346,TV Show,The Deep,Not Given,Canada,2019-11-01,2019,TV-Y7,3 Seasons,Kids' TV,Kids' TV,0,0,
7510,s3353,TV Show,We Are the Wave,Not Given,Germany,2019-11-01,2019,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries",International TV Shows, TV Dramas, TV Mysteries,
7511,s3356,TV Show,KENGAN ASHURA,Not Given,United States,2019-10-31,2019,TV-MA,2 Seasons,"Anime Series, International TV Shows",Anime Series, International TV Shows,0,
7512,s3361,TV Show,Tomorrow with You,Not Given,South Korea,2019-10-30,2017,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",International TV Shows, Korean TV Shows, Romantic TV Shows,
7513,s3364,TV Show,Shine On with Reese,Not Given,United States,2019-10-29,2018,TV-MA,1 Season,"Docuseries, Stand-Up Comedy & Talk Shows",Docuseries, Stand-Up Comedy & Talk Shows,0,
7515,s3368,TV Show,"Wait, My Youth",Not Given,China,2019-10-27,2019,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, Teen TV Shows",International TV Shows, Romantic TV Shows, Teen TV Shows,
7516,s3369,TV Show,A Little Thing Called First Love,Not Given,China,2019-10-26,2019,TV-G,1 Season,"International TV Shows, Romantic TV Shows, Teen TV Shows",International TV Shows, Romantic TV Shows, Teen TV Shows,
7517,s3370,TV Show,BoJack Horseman,Not Given,United States,2019-10-25,2020,TV-MA,6 Seasons,TV Comedies,TV Comedies,0,0,
7518,s3371,TV Show,Brotherhood,Not Given,Brazil,2019-10-25,2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",Crime TV Shows, International TV Shows, TV Dramas,
7519,s3374,TV Show,Drug Squad: Costa del Sol,Not Given,Spain,2019-10-25,2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Crime TV Shows, International TV Shows, Spanish-Language TV Shows,
7520,s3376,TV Show,Monzón: A Knockout Blow,Not Given,Argentina,2019-10-25,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Crime TV Shows, International TV Shows, Spanish-Language TV Shows,
7521,s3378,TV Show,Nailed It! France,Not Given,France,2019-10-25,2019,TV-14,1 Season,"International TV Shows, Reality TV",International TV Shows, Reality TV,0,
7522,s3379,TV Show,Nailed It! Spain,Not Given,Spain,2019-10-25,2019,TV-PG,1 Season,"International TV Shows, Reality TV, Spanish-Language TV Shows",International TV Shows, Reality TV, Spanish-Language TV Shows,
7523,s3382,TV Show,The Untamed,Not Given,China,2019-10-25,2019,TV-14,1 Season,"International TV Shows, TV Action & Adventure, TV Mysteries",International TV Shows, TV Action & Adventure, TV Mysteries,
7524,s3383,TV Show,Daybreak,Not Given,United States,2019-10-24,2019,TV-MA,1 Season,"TV Action & Adventure, TV Comedies, TV Horror",TV Action & Adventure, TV Comedies, TV Horror,
7525,s3386,TV Show,"Breakfast, Lunch & Dinner",Not Given,United States,2019-10-23,2019,TV-MA,1 Season,Docuseries,Docuseries,0,0,
7526,s3401,TV Show,Interior Design Masters,Not Given,United Kingdom,2019-10-18,2019,TV-PG,1 Season,"British TV Shows, International TV Shows, Reality TV",British TV Shows, International TV Shows, Reality TV,
7527,s3402,TV Show,Little Baby Bum: Nursery Rhyme Friends,Not Given,United Kingdom,2019-10-18,2019,TV-Y,2 Seasons,"British TV Shows, Kids' TV",British TV Shows, Kids' TV,0,
7528,s3404,TV Show,Mighty Little Bheem: Diwali,Not Given,India,2019-10-18,2019,TV-Y,1 Season,"Kids' TV, TV Comedies",Kids' TV, TV Comedies,0,
7529,s3407,TV Show,Spirit Riding Free: Pony Tales,Not Given,United States,2019-10-18,2019,TV-Y7,2 Seasons,Kids' TV,Kids' TV,0,0,
7530,s3411,TV Show,Toon,Not Given,Netherlands,2019-10-18,2017,TV-MA,2 Seasons,"International TV Shows, TV Comedies",International TV Shows, TV Comedies,0,
7531,s3415,TV Show,Chosen,Not Given,China,2019-10-17,2019,TV-14,2 Seasons,"Crime TV Shows, International TV Shows, TV Action & Adventure",Crime TV Shows, International TV Shows, TV Action & Adventure,
7532,s3416,TV Show,THE UNLISTED,Not Given,Australia,2019-10-17,2019,TV-PG,1 Season,"Kids' TV, TV Thrillers",Kids' TV, TV Thrillers,0,
7533,s3417,TV Show,Another Miss Oh,Not Given,South Korea,2019-10-16,2016,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",International TV Shows, Korean TV Shows, Romantic TV Shows,
7534,s3421,TV Show,Second 20s,Not Given,South Korea,2019-10-16,2015,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",International TV Shows, Korean TV Shows, Romantic TV Shows,
7535,s3427,TV Show,The Lies Within,Not Given,South Korea,2019-10-13,2019,TV-14,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows",Crime TV Shows, International TV Shows, Korean TV Shows,
7536,s3431,TV Show,Insatiable,Not Given,United States,2019-10-11,2019,TV-MA,2 Seasons,"TV Comedies, TV Dramas, Teen TV Shows",TV Comedies, TV Dramas, Teen TV Shows,
7537,s3434,TV Show,The Hook Up Plan,Not Given,France,2019-10-11,2020,TV-MA,2 Seasons,"International TV Shows, Romantic TV Shows, TV Comedies",International TV Shows, Romantic TV Shows, TV Comedies,
7538,s3438,TV Show,Ultramarine Magmell,Not Given,Japan,2019-10-10,2019,TV-14,1 Season,"Anime Series, International TV Shows",Anime Series, International TV Shows,0,
7539,s3441,TV Show,Rhythm + Flow,Not Given,United States,2019-10-09,2019,TV-MA,1 Season,Reality TV,Reality TV,0,0,
7541,s3445,TV Show,Legend Quest: Masters of Myth,Not Given,Mexico,2019-10-05,2019,TV-Y7,1 Season,"Kids' TV, Spanish-Language TV Shows",Kids' TV, Spanish-Language TV Shows,0,
7542,s3446,TV Show,My Country: The New Age,Not Given,South Korea,2019-10-05,2019,TV-14,1 Season,"International TV Shows, Korean TV Shows, TV Action & Adventure",International TV Shows, Korean TV Shows, TV Action & Adventure,
7544,s3405,TV Show,MONKART,Not Given,Pakistan,2019-10-18,2017,TV-Y7,1 Season,"Kids' TV, Korean TV Shows",Kids' TV, Korean TV Shows,0,
7545,s3450,TV Show,Creeped Out,Not Given,United Kingdom,2019-10-04,2019,TV-PG,2 Seasons,"British TV Shows, Kids' TV, TV Thrillers",British TV Shows, Kids' TV, TV Thrillers,
7546,s3453,TV Show,Peaky Blinders,Not Given,United Kingdom,2019-10-04,2019,TV-MA,5 Seasons,"British TV Shows, Crime TV Shows, International TV Shows",British TV Shows, Crime TV Shows, International TV Shows,
7547,s3454,TV Show,Raising Dion,Not Given,United States,2019-10-04,2019,TV-PG,1 Season,"Kids' TV, TV Action & Adventure, TV Dramas",Kids' TV, TV Action & Adventure, TV Dramas,
7548,s3455,TV Show,Rotten,Not Given,United States,2019-10-04,2019,TV-MA,2 Seasons,"Docuseries, Science & Nature TV",Docuseries, Science & Nature TV,0,
7549,s3458,TV Show,Seis Manos,Not Given,United States,2019-10-03,2019,TV-MA,1 Season,"Anime Series, Crime TV Shows",Anime Series, Crime TV Shows,0,
7550,s3459,TV Show,Living Undocumented,Not Given,United States,2019-10-02,2019,TV-MA,1 Season,Docuseries,Docuseries,0,0,
7551,s3463,TV Show,Chicago Typewriter,Not Given,South Korea,2019-10-01,2017,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",International TV Shows, Korean TV Shows, Romantic TV Shows,
7552,s3464,TV Show,College Romance,Not Given,India,2019-10-01,2018,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",International TV Shows, Romantic TV Shows, TV Comedies,
7553,s3465,TV Show,Engineering Girls,Not Given,India,2019-10-01,2018,TV-MA,1 Season,"International TV Shows, TV Comedies",International TV Shows, TV Comedies,0,
7554,s3467,TV Show,Girls Hostel,Not Given,India,2019-10-01,2018,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",International TV Shows, TV Comedies, TV Dramas,
7555,s3468,TV Show,Inmates,Not Given,India,2019-10-01,2017,TV-MA,1 Season,"International TV Shows, TV Comedies",International TV Shows, TV Comedies,0,
7556,s3471,TV Show,Miniforce X,Not Given,South Korea,2019-10-01,2018,TV-Y7,1 Season,"Kids' TV, Korean TV Shows",Kids' TV, Korean TV Shows,0,
7557,s3474,TV Show,The K2,Not Given,South Korea,2019-10-01,2016,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",International TV Shows, Korean TV Shows, Romantic TV Shows,
7558,s3475,TV Show,The Liar and His Lover,Not Given,South Korea,2019-10-01,2017,TV-PG,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",International TV Shows, Korean TV Shows, Romantic TV Shows,
7559,s3482,TV Show,Bard of Blood,Not Given,India,2019-09-27,2019,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas",International TV Shows, TV Action & Adventure, TV Dramas,
7560,s3484,TV Show,El Marginal,Not Given,Argentina,2019-09-27,2019,TV-MA,3 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Crime TV Shows, International TV Shows, Spanish-Language TV Shows,
7561,s3489,TV Show,The Inmate,Not Given,Mexico,2019-09-26,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Crime TV Shows, International TV Shows, Spanish-Language TV Shows,
7562,s3490,TV Show,Abstract: The Art of Design,Not Given,United States,2019-09-25,2019,TV-14,2 Seasons,Docuseries,Docuseries,0,0,
7563,s3492,TV Show,Glitch,Not Given,Australia,2019-09-25,2019,TV-MA,3 Seasons,"International TV Shows, TV Dramas, TV Horror",International TV Shows, TV Dramas, TV Horror,
7564,s3500,TV Show,Vagabond,Not Given,South Korea,2019-09-21,2019,TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Action & Adventure",International TV Shows, Korean TV Shows, TV Action & Adventure,
7565,s3503,TV Show,Criminal: Germany,Not Given,Germany,2019-09-20,2019,TV-MA,1 Season,"British TV Shows, Crime TV Shows, International TV Shows",British TV Shows, Crime TV Shows, International TV Shows,
7566,s3505,TV Show,Fastest Car,Not Given,United States,2019-09-20,2019,TV-MA,2 Seasons,Reality TV,Reality TV,0,0,
7567,s3506,TV Show,Inside Bill's Brain: Decoding Bill Gates,Not Given,United States,2019-09-20,2019,TV-14,1 Season,"Docuseries, Science & Nature TV",Docuseries, Science & Nature TV,0,
7568,s3516,TV Show,Surviving R. Kelly,Not Given,United States,2019-09-15,2019,TV-MA,1 Season,"Crime TV Shows, Docuseries",Crime TV Shows, Docuseries,0,
7569,s3520,TV Show,Kabaneri of the Iron Fortress: The Battle of Unato,Not Given,Japan,2019-09-13,2019,TV-MA,1 Season,"Anime Series, International TV Shows, TV Horror",Anime Series, International TV Shows, TV Horror,
7570,s3522,TV Show,Marianne,Not Given,France,2019-09-13,2019,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Horror",International TV Shows, TV Dramas, TV Horror,
7571,s3526,TV Show,Unbelievable,Not Given,United States,2019-09-13,2019,TV-MA,1 Season,"Crime TV Shows, TV Dramas",Crime TV Shows, TV Dramas,0,
7572,s3527,TV Show,The I-Land,Not Given,United States,2019-09-12,2019,TV-MA,1 Season,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy,
7573,s3528,TV Show,"The Mind, Explained",Not Given,United States,2019-09-12,2019,TV-14,1 Season,"Docuseries, Science & Nature TV",Docuseries, Science & Nature TV,0,
7574,s3535,TV Show,The Spy,Not Given,France,2019-09-06,2019,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Thrillers",International TV Shows, TV Dramas, TV Thrillers,
7576,s3541,TV Show,Moving Art,Not Given,United States,2019-09-01,2018,TV-G,3 Seasons,"Docuseries, Science & Nature TV",Docuseries, Science & Nature TV,0,
7577,s3544,TV Show,Serial Killer with Piers Morgan,Not Given,United Kingdom,2019-09-01,2018,TV-14,1 Season,"British TV Shows, Crime TV Shows, Docuseries",British TV Shows, Crime TV Shows, Docuseries,
7578,s3547,TV Show,Luo Bao Bei,Not Given,China,2019-08-31,2018,TV-Y,1 Season,"British TV Shows, Kids' TV",British TV Shows, Kids' TV,0,
7579,s3502,TV Show,Criminal: France,Not Given,Pakistan,2019-09-20,2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",Crime TV Shows, International TV Shows, TV Dramas,
7580,s3552,TV Show,The Dark Crystal: Age of Resistance,Not Given,United Kingdom,2019-08-30,2019,TV-PG,1 Season,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy,
7581,s3553,TV Show,The Good Bandit,Not Given,Colombia,2019-08-30,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Crime TV Shows, International TV Shows, Spanish-Language TV Shows,
7582,s3559,TV Show,Million Pound Menu,Not Given,United Kingdom,2019-08-27,2019,TV-MA,2 Seasons,"British TV Shows, International TV Shows, Reality TV",British TV Shows, International TV Shows, Reality TV,
7583,s3562,TV Show,13 Reasons Why: Beyond the Reasons,Not Given,United States,2019-08-23,2019,TV-MA,3 Seasons,"Crime TV Shows, Docuseries",Crime TV Shows, Docuseries,0,
7584,s3576,TV Show,45 rpm,Not Given,Spain,2019-08-16,2019,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",International TV Shows, Romantic TV Shows, Spanish-Language TV Shows,
7585,s3577,TV Show,Apache: The Life of Carlos Tevez,Not Given,Argentina,2019-08-16,2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Crime TV Shows, International TV Shows, Spanish-Language TV Shows,
7586,s3578,TV Show,Better Than Us,Not Given,Russia,2019-08-16,2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",Crime TV Shows, International TV Shows, TV Dramas,
7587,s3579,TV Show,Diagnosis,Not Given,United States,2019-08-16,2019,TV-14,1 Season,"Docuseries, Science & Nature TV",Docuseries, Science & Nature TV,0,
7588,s3580,TV Show,Green Frontier,Not Given,Colombia,2019-08-16,2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Crime TV Shows, International TV Shows, Spanish-Language TV Shows,
7590,s3582,TV Show,MINDHUNTER,Not Given,United States,2019-08-16,2019,TV-MA,2 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries",Crime TV Shows, TV Dramas, TV Mysteries,
7592,s3586,TV Show,The King's Avatar,Not Given,China,2019-08-16,2019,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas",International TV Shows, TV Action & Adventure, TV Dramas,
7593,s3588,TV Show,Victim Number 8,Not Given,Spain,2019-08-16,2018,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Action & Adventure",International TV Shows, Spanish-Language TV Shows, TV Action & Adventure,
7594,s3589,TV Show,Cannon Busters,Not Given,United States,2019-08-15,2019,TV-MA,1 Season,"Anime Series, International TV Shows",Anime Series, International TV Shows,0,
7595,s3598,TV Show,Knightfall,Not Given,United States,2019-08-13,2019,TV-MA,2 Seasons,TV Dramas,TV Dramas,0,0,
7596,s3599,TV Show,DC Super Hero Girls,Not Given,United States,2019-08-12,2019,TV-Y7,1 Season,Kids' TV,Kids' TV,0,0,
7597,s3601,TV Show,GLOW,Not Given,United States,2019-08-09,2019,TV-MA,3 Seasons,"TV Comedies, TV Dramas",TV Comedies, TV Dramas,0,
7598,s3602,TV Show,IZombie,Not Given,United States,2019-08-09,2019,TV-MA,5 Seasons,"TV Comedies, TV Dramas, TV Horror",TV Comedies, TV Dramas, TV Horror,
7599,s3605,TV Show,Sintonia,Not Given,Brazil,2019-08-09,2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",Crime TV Shows, International TV Shows, TV Dramas,
7600,s3607,TV Show,Bad Guys,Not Given,South Korea,2019-08-08,2014,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows",Crime TV Shows, International TV Shows, Korean TV Shows,
7601,s3608,TV Show,Dollar,Not Given,Lebanon,2019-08-08,2019,TV-MA,1 Season,"International TV Shows, TV Dramas",International TV Shows, TV Dramas,0,
7602,s3609,TV Show,Jane The Virgin,Not Given,United States,2019-08-08,2019,TV-14,5 Seasons,"Romantic TV Shows, TV Comedies, TV Dramas",Romantic TV Shows, TV Comedies, TV Dramas,
7603,s3610,TV Show,Let's Eat 2,Not Given,Malaysia,2019-08-08,2015,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",International TV Shows, Korean TV Shows, Romantic TV Shows,
7604,s3611,TV Show,Let’s Eat,Not Given,South Korea,2019-08-08,2013,TV-PG,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",International TV Shows, Korean TV Shows, Romantic TV Shows,
7605,s3612,TV Show,Misaeng,Not Given,South Korea,2019-08-08,2014,TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Dramas",International TV Shows, Korean TV Shows, TV Dramas,
7606,s3613,TV Show,Oh My Ghost,Not Given,South Korea,2019-08-08,2015,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",International TV Shows, Korean TV Shows, Romantic TV Shows,
7607,s3616,TV Show,Wu Assassins,Not Given,United States,2019-08-08,2019,TV-MA,1 Season,"TV Action & Adventure, TV Sci-Fi & Fantasy",TV Action & Adventure, TV Sci-Fi & Fantasy,0,
7608,s3625,TV Show,No Good Nick,Not Given,United States,2019-08-05,2019,TV-PG,2 Seasons,"Kids' TV, TV Comedies, TV Dramas",Kids' TV, TV Comedies, TV Dramas,
7609,s3628,TV Show,Basketball or Nothing,Not Given,United States,2019-08-02,2019,TV-PG,1 Season,"Docuseries, Reality TV",Docuseries, Reality TV,0,
7611,s3633,TV Show,Sleepless Society: Nyctophobia,Not Given,Thailand,2019-08-01,2019,TV-MA,1 Season,"International TV Shows, TV Mysteries, TV Thrillers",International TV Shows, TV Mysteries, TV Thrillers,
7612,s3634,TV Show,The Letdown,Not Given,Australia,2019-07-31,2019,TV-MA,2 Seasons,"International TV Shows, TV Comedies, TV Dramas",International TV Shows, TV Comedies, TV Dramas,
7613,s3637,TV Show,Twelve Forever,Not Given,United States,2019-07-29,2019,TV-PG,1 Season,Kids' TV,Kids' TV,0,0,
7614,s3641,TV Show,My First First Love,Not Given,South Korea,2019-07-26,2019,TV-14,2 Seasons,"International TV Shows, Korean TV Shows, Romantic TV Shows",International TV Shows, Korean TV Shows, Romantic TV Shows,
7615,s3643,TV Show,Another Life,Not Given,United States,2019-07-25,2019,TV-MA,1 Season,"British TV Shows, International TV Shows, TV Action & Adventure",British TV Shows, International TV Shows, TV Action & Adventure,
7616,s3645,TV Show,Beat Bugs,Not Given,Australia,2019-07-21,2018,TV-Y,3 Seasons,Kids' TV,Kids' TV,0,0,
7617,s3652,TV Show,Sexy Central,Not Given,Hong Kong,2019-07-20,2019,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",International TV Shows, Romantic TV Shows, TV Dramas,
7618,s3655,TV Show,The Epic Tales of Captain Underpants,Not Given,United States,2019-07-19,2019,TV-Y7,3 Seasons,"Kids' TV, TV Comedies",Kids' TV, TV Comedies,0,
7619,s3656,TV Show,Typewriter,Not Given,India,2019-07-19,2019,TV-MA,1 Season,"International TV Shows, TV Horror, TV Mysteries",International TV Shows, TV Horror, TV Mysteries,
7620,s3657,TV Show,Rookie Historian Goo Hae-Ryung,Not Given,South Korea,2019-07-18,2019,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",International TV Shows, Korean TV Shows, Romantic TV Shows,
7621,s3660,TV Show,Pinky Malinky,Not Given,United States,2019-07-17,2019,TV-Y7,3 Seasons,"Kids' TV, TV Comedies",Kids' TV, TV Comedies,0,
7622,s3661,TV Show,Unrequited Love,Not Given,China,2019-07-17,2019,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",International TV Shows, Romantic TV Shows, TV Dramas,
7623,s3664,TV Show,Angel Beats!,Not Given,Japan,2019-07-15,2010,TV-PG,1 Season,"Anime Series, International TV Shows",Anime Series, International TV Shows,0,
7624,s3665,TV Show,Anohana: The Flower We Saw That Day,Not Given,Japan,2019-07-15,2011,TV-14,1 Season,"Anime Series, International TV Shows, Teen TV Shows",Anime Series, International TV Shows, Teen TV Shows,
7625,s3666,TV Show,God Eater,Not Given,Japan,2019-07-15,2015,TV-14,1 Season,"Anime Series, International TV Shows",Anime Series, International TV Shows,0,
7626,s3667,TV Show,GRANBLUE FANTASY the Animation,Not Given,Japan,2019-07-15,2017,TV-PG,1 Season,"Anime Series, International TV Shows",Anime Series, International TV Shows,0,
7627,s3668,TV Show,3Below: Tales of Arcadia,Not Given,United States,2019-07-12,2019,TV-Y7,2 Seasons,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy,
7628,s3670,TV Show,Bonus Family,Not Given,Sweden,2019-07-12,2019,TV-MA,3 Seasons,"International TV Shows, TV Dramas",International TV Shows, TV Dramas,0,
7629,s3674,TV Show,One Spring Night,Not Given,South Korea,2019-07-12,2019,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",International TV Shows, Korean TV Shows, Romantic TV Shows,
7630,s3840,TV Show,The Princess Weiyoung,Not Given,China,2019-05-10,2016,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",International TV Shows, Romantic TV Shows, TV Dramas,
7631,s3681,TV Show,Free Rein,Not Given,United States,2019-07-06,2019,TV-G,3 Seasons,"British TV Shows, Kids' TV, TV Dramas",British TV Shows, Kids' TV, TV Dramas,
7632,s3683,TV Show,The Legend of White Snake,Not Given,China,2019-07-05,2019,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",International TV Shows, Romantic TV Shows, TV Dramas,
7633,s3686,TV Show,Stranger Things,Not Given,United States,2019-07-04,2019,TV-14,3 Seasons,"TV Horror, TV Mysteries, TV Sci-Fi & Fantasy",TV Horror, TV Mysteries, TV Sci-Fi & Fantasy,
7634,s3687,TV Show,The Last Czars,Not Given,United States,2019-07-03,2019,TV-MA,1 Season,"Docuseries, TV Dramas",Docuseries, TV Dramas,0,
7635,s3688,TV Show,Yummy Mummies,Not Given,Australia,2019-07-03,2019,TV-MA,2 Seasons,"International TV Shows, Reality TV",International TV Shows, Reality TV,0,
7636,s3709,TV Show,Paquita Salas,Not Given,Spain,2019-06-28,2018,TV-MA,3 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Comedies",International TV Shows, Spanish-Language TV Shows, TV Comedies,
7637,s3689,TV Show,Bangkok Love Stories: Objects of Affection,Not Given,Thailand,2019-07-02,2019,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",International TV Shows, Romantic TV Shows, TV Dramas,
7638,s3690,TV Show,Bangkok Love Stories: Plead,Not Given,Thailand,2019-07-02,2019,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",International TV Shows, Romantic TV Shows, TV Dramas,
7639,s3691,TV Show,Designated Survivor: 60 Days,Not Given,South Korea,2019-07-02,2019,TV-14,1 Season,"International TV Shows, Korean TV Shows, TV Dramas",International TV Shows, Korean TV Shows, TV Dramas,
7640,s3692,TV Show,DreamWorks Kung Fu Panda Awesome Secrets,Not Given,United States,2019-07-01,2008,TV-PG,1 Season,"Kids' TV, TV Action & Adventure, TV Comedies",Kids' TV, TV Action & Adventure, TV Comedies,
7641,s3693,TV Show,Hatchimals | Adventures in Hatchtopia,Not Given,United States,2019-07-01,2018,TV-Y,2 Seasons,Kids' TV,Kids' TV,0,0,
7642,s3695,TV Show,Molang,Not Given,France,2019-07-01,2015,TV-Y,1 Season,Kids' TV,Kids' TV,0,0,
7643,s3696,TV Show,Rabbids Invasion,Not Given,France,2019-07-01,2018,TV-Y7,1 Season,"Kids' TV, TV Comedies",Kids' TV, TV Comedies,0,
7644,s3697,TV Show,Record of Grancrest War,Not Given,Japan,2019-07-01,2018,TV-MA,1 Season,"Anime Series, International TV Shows",Anime Series, International TV Shows,0,
7645,s3701,TV Show,Scare Tactics,Not Given,United States,2019-06-30,2011,TV-MA,2 Seasons,"Reality TV, TV Comedies, TV Horror",Reality TV, TV Comedies, TV Horror,
7646,s3703,TV Show,Dope,Not Given,United States,2019-06-28,2019,TV-MA,3 Seasons,"Crime TV Shows, Docuseries",Crime TV Shows, Docuseries,0,
7647,s3705,TV Show,Exhibit A,Not Given,United States,2019-06-28,2019,TV-MA,1 Season,"Crime TV Shows, Docuseries, Science & Nature TV",Crime TV Shows, Docuseries, Science & Nature TV,
7648,s3706,TV Show,Instant Hotel,Not Given,Australia,2019-06-28,2019,TV-MA,2 Seasons,"International TV Shows, Reality TV",International TV Shows, Reality TV,0,
7649,s3708,TV Show,Motown Magic,Not Given,Australia,2019-06-28,2019,TV-Y,2 Seasons,"Kids' TV, TV Sci-Fi & Fantasy",Kids' TV, TV Sci-Fi & Fantasy,0,
7651,s3717,TV Show,Forest of Piano,Not Given,Japan,2019-06-24,2019,TV-14,2 Seasons,"Anime Series, International TV Shows",Anime Series, International TV Shows,0,
7652,s3722,TV Show,Girls Incarcerated,Not Given,United States,2019-06-21,2019,TV-MA,2 Seasons,"Docuseries, Reality TV",Docuseries, Reality TV,0,
7653,s3723,TV Show,Go! Live Your Way,Not Given,Argentina,2019-06-21,2019,TV-PG,2 Seasons,"Kids' TV, Spanish-Language TV Shows, Teen TV Shows",Kids' TV, Spanish-Language TV Shows, Teen TV Shows,
7654,s3724,TV Show,Magi: The Labyrinth of Magic,Not Given,Japan,2019-06-21,2013,TV-MA,2 Seasons,"Anime Series, International TV Shows",Anime Series, International TV Shows,0,
7655,s3725,TV Show,Neon Genesis Evangelion,Not Given,Japan,2019-06-21,1995,TV-MA,1 Season,"Anime Series, International TV Shows",Anime Series, International TV Shows,0,
7656,s3726,TV Show,Shooter,Not Given,United States,2019-06-21,2018,TV-14,3 Seasons,"Crime TV Shows, TV Action & Adventure, TV Dramas",Crime TV Shows, TV Action & Adventure, TV Dramas,
7657,s3727,TV Show,The Casketeers,Not Given,New Zealand,2019-06-21,2019,TV-14,2 Seasons,"International TV Shows, Reality TV",International TV Shows, Reality TV,0,
7658,s3728,TV Show,The Confession Tapes,Not Given,United States,2019-06-21,2019,TV-MA,2 Seasons,"Crime TV Shows, Docuseries",Crime TV Shows, Docuseries,0,
7659,s3737,TV Show,Fate/Zero,Not Given,Japan,2019-06-15,2012,TV-MA,2 Seasons,"Anime Series, International TV Shows",Anime Series, International TV Shows,0,
